comment,star
排了一個多小時，才吃上，人太多了吧，上菜很慢，咖喱牛肉焗飯上來盤子是熱的裡面的土豆和飯都不是很熱？,2
椅子也太難受了，也就梨湯還行，沒一個菜好吃！量小，價貴，不如旁邊外婆家,1
再一次點餐失敗！吃飯排隊的人事真多啊！三杯雞上來都涼的。口也特別重。跟排骨點重了。味一樣。第一次吃的時候還可以啊，怎麼這次這麼差勁。疙瘩湯還可以，每次都點。肉餅也不錯，就是這次上餐速度也特別慢，菜上來也是涼的。,2
沒有想象的好，我不是很愛吃。也不至於排隊,2
真是不知道為什麼這麼多人排隊。週五中午和朋友去的恆隆，11點之前就到了，人不多，所以選了這家，看點評的特色菜點的，燻排骨燻的味道很重，排骨肉有點柴，也不脫骨。三杯雞味道中規中矩，鍋包肉油大，金牌烤茄子的尖椒比茄子還多，而且很辣。還點了三個冰淇淋球，味道還行。不會再去了,2
真心是一般般完全不知道為啥評分嫩麼高！只能說還行吧。。。,2
挺不錯的一家店，基本上什麼時候都排隊，昨天八點多去的也拍了一會兒，因為他家的環境不錯，菜品也算比較豐富不錯，尤其他家的烤肉，不僅樣子比較獨特，而且口味也是很好的，他家的疙瘩湯算是中上等水平，整體量也算比較大。,4
去天津的第一餐，環境不錯，年輕人開的小店，菜的味道也不錯，很有創新。,5
看評論大家都說好吃，真的吃了，覺得不是太好，不過小吃還不錯，更新的挺快的。本來是奔著蜜汁梅肉去的可是好失望，太膩了，最最悲慘的是回來拉了兩天的肚子，太難受了，再也不想吃了。,2
東西不錯，服務太次了。多一點就扣錢。扣錢無所謂，但是你至少說一聲，人還沒離開桌子了。至於嗎？扣10你就是扣100也沒事。你至少說一聲！都什麼服務態度。東西再好，服務太次有意思嗎？,1
不喜歡，招聘奶酪罐子很膩，吃不下去，真心不喜歡，上來的菜都是涼的,1
服務和環境都很好，菜品很全很好吃，也很新鮮，烤肉的味道也很好，以前在山東淄博吃過，這次來天津也是專門跑過來吃的，還是一樣的味道，非常棒，性價比很高的烤肉自助,5
烤肉很不錯，和金漢斯很像，自選菜裡有蝦有蟹，不過味道就一般了。,5
在網上排的號，到那時候人是超級多啊！吃了燻排骨，金牌蟶子，還有愛吃的奶油手撕餅等！味道一如繼往的好，還會來！,4
久聞娜娜家，沒想到在這麼隱蔽的地方，環境沒得說，閨蜜去的早所以佔了個沙發座，排隊的人實在太多了，到我們吃完出來的時候都快九點了了，還有人在排隊，而且還是週二。我們點了兩個意麵，非常好吃，尤其是那個煙花妓女意麵，起初都沒敢隨便叫單，室內燈光暗，反覆確認好幾遍名字才點的，果然很好吃～還有沙拉，秘製的醬贊爆了～還有甜品，藍莓華夫餅，超級好吃～,5
第一次慕名而來，卻掃興而歸，點的幾個菜全是點評推薦的，算是照本宣科了，大拉皮非常甜，幾個熱菜很香但是非常鹹，點的鮮榨果汁，50左右吧，喉倒嗓子的甜，倒了兩杯也沒喝扔那了，總之很受折磨，可店裡滿員，排隊的人非常多，實在不知為神馬,2
菜太鹹了。服務態度也不好。不想在去了。,2
總體說什麼都還可以，為什麼給一星呢？就是比較噁心了。菜單上寫著9塊一隻的海鹽烤蝦，結賬時就變18一隻了！不知道什麼情況！,1
最倒胃口的一次用餐，上菜不是一般的慢，催了N多次，就差打架了，再也不來了。真心的不推薦。,1
不錯  去了兩次了  媽媽大拉皮好吃  兩個人吃不完,4
好多菜單裡的都沒有，味道一般，不如Nana's bar,2
菜太鹹了 吃完了都要飛起來了 最重要的是我和朋友吃完倆人都食物中毒了 朋友還好 只是胃口不舒服和吐了 我就是上吐下瀉 胃口疼了一宿 轉天才好 點的金牌蟶子那個 吃的時候就在疑惑是不是新鮮的 像是炒完了再放在蟶子殼上的感覺 所有菜都一個字 鹹！！！還弄得食物中毒！！！以後再也不會再去了！！！,1
東西挺全的，味道也可以，烤玉米超級好吃，吃的都快撐死了～,5
根本沒吃，頂門進來的，就兩個焗飯，兩個意麵可以點，其他的全沒有，大中午來吃飯，什麼都沒有，一杯喝的都要快40，都是簡餐，比必勝客還貴，果斷走了，這輩子估計都不會去，都是讓人捧的,1
純粹賣概念和奶茶的店  菜品味道一般 還死貴,2
環境口味都不錯，值得贊一個，贊,5
人很多，需要排號，服務還不錯，就是有點忙中規中矩吧，沒有什麼缺點也沒有什麼驚豔,5
點了幾個招牌菜，真挺難吃的，梨湯不就是加了蜂蜜嘛，乾酪魚就是雙皮奶，素燒雞更難吃了，排隊意義何在😂,2
總體還可以，服務員說話的態度有問題不能因為生意好就不拿顧客當回事,4
環境還可以。今天是週一，人沒有平時多。金牌烤蟶是特色，味道不錯，燒排骨還好，鐵板燒汁茄夾好好吃，每次必點,5
不好吃。油膩。服務差。吃完就拉肚子了,1
燻排骨味道棒棒達，不愧是招牌菜,5
東西真的不錯 喜歡那的莫吉托 味道苦苦地  而且還有那裡的沙拉也特別的好吃 一點都不膩得慌  我們去的時候正好前面有兩個號 人還不算多  一直都喜歡雞翅  就是不太習慣面裡有芥末味道 是和閨蜜一起去的 吃的很好 環境也非常的棒 還能微信點餐  很高大上 下次還會去的,5
經常來吃，各個菜品都不錯.......,4
一點都不好吃，還不能開酒，不許自帶酒水，現在哪有這樣的店，吃的不好，喝的不好，座位也不好。而且服務員人數太少了，根本服務不到位。,1
之前去過娜娜家2店，覺得味道不錯，昨天偶然在大悅城看到娜娜家不用排隊，但只能坐吧檯且不能換桌，就想著反正也趕時間哪裡都可以啦。進門之後，我說，麻煩給我們菜單，我們有些趕時間，然後小哥告訴我，需要綁定手機微信才能點菜！我說我不綁定，他說不綁就沒辦法點菜，我還真是新鮮了，吃飯還要幫微信，我不帶手機就吃不了飯了？老公說趕緊點趕緊吃，別置氣。把手機給服務員，出來的菜單跟餓了麼一個風格，相當不直觀，太麻煩了！吃個飯最少就要先坐那裡研究15分鐘，好吧，我們來了，我們按規矩點菜。這時小哥已經就開始對我們視而不見了，呵呵。又喊了另一位，終於下好了單，問題又來了。“我們這裡不允許帶吃的和喝的。”當時我老公手裡拿著喝到還剩半杯的奶茶，我手裡拿著一桶沒開封的爆米花。我們被徹底雷到了。好吧，娜娜家很火，娜娜家高***，我們這些“鄉下人”真是不敢再坐下去了，沒準上了菜再告訴我們廢棄物不能放在桌上，否則罰款，我們就徹底傻了。趕緊跑吧，吃個飯還是不要太累，太氣的好。我們只想吃個舒心飯。,1
父親節去的，中午吃燒麥吃飯撐，所以沒有要太多的菜，湯很好喝，燻排骨做的味道很好吃，餅餅奶香味特別濃，強烈推薦。。,5
去過就有上一當的感覺，菜就乎吃口，最可恨的是在它家點的啤酒開了瓶都待等著,1
吃過幾次了飯點人挺多的需要等號！外道還可以,4
週末去的，七點半快到時才想起來預約，已經到76號了😭。不過真沒想到這麼快，也就等了不到30分鐘吧…點了幾道評價不錯的招牌菜，果真是量大味美、價錢不貴。優惠後我們四人才吃了230元。…下次還會來。😊,5
東西挺好吃 裝修比較贊 服務也比較熱情 總體不錯的,4
味道還可以，可以推薦，但是排隊的人倒是超級的多。,5
味道不錯，難得有比較有滋味的小菜,4
就是好吃倒是好吃，但是有點漫天要價的感覺，一個小店根本菜品不值那麼貴,2
味道真是不算好呢，不挑剔的小夥伴都說不好吃。,2
很差呵呵呵 自己買的飲料必須被沒收 送到他們的冰櫃裡 放起來 等到你走才能拿到 點餐給二維碼 掃完進公眾號 搜他家店 點單 但是隻是在上面看看 實際需要到前臺真正點單 交費 四點前沒有正餐 本來告訴我 三點半就能點 結果三點半去了告訴我到四點再來 闡述事實 您自便,1
首先服務員態度很好，菜的味道我實在難以接受，價格又高，為毛還有這麼多人排隊，到這裡用餐是裝小資的最好方法嘛,2
早有耳聞 上回但天津就想嘗試一番 但時間關係沒能得償所願 天津餐館真心量大實惠 每次吃的很飽 再吃下一頓比較有壓力 這次到達直奔7號館 哈爾濱道上很好找 以前周圍有個賣爆米花的伯伯 這次沒看到他出攤 到店的時候剛巧有張桌子 不用等位 但就餐需要等一會兒的 其實也還好 前後不到10分鐘也吃上了 第一道剔牙雞 不錯 其實也可以理解成是孜然雞丁 雞肉很滑嫩 彈潤 也比較入味 挺好吃的 就是微微有點點油強抱洋白菜 很清新 清淡 清口  吃著舒服 化解油膩 還要了道涼菜翡翠什麼 微甜口 冰冰涼涼的 2個人這些菜沒吃完 他家量還好 不多也不少 就是菜單裡沒有乾煸魷魚須有點遺憾  估計那一道確實比較費功夫倒是真的,4
我以為只有我家去了8個人，連拉帶吐4個人。。。看了評價才發現，也有人這樣啊。。。衛生堪憂。。。不敢再去了。。。,1
烤肉種類很多，沒全嘗過來，吃很飽,4
還好吧一上樓一股廁所味 暈死了 洗手一半沒水了,2
服務太差了！不知道老闆怎麼訓練的服務生！,1
春節期間有點嘈雜，尤其刨冰聲音太大,4
很不錯，去過好多次了，就是門口服務員態度很一般。,5
非常不好吃  還特別貴  等的人那麼多  也不知道是不是拖,2
吃的還可以偶爾吃一頓還可以了，但是服務就差的多了，服務員愛說謊話，非常可惡的,1
總體感覺很一般，口味很淡，適合老人和孩子，招牌芥辣蝦冷的，因為裡面都是水果，招牌烤蟶是瘦身版的，跟菜單上完全不一樣，媽媽花椒魚片根本沒味道魚還是涼的，就小炒章魚味道還不錯就是章魚太少了，非常不推薦煎黃米飯，因為服務員推薦所有點了，但是味道太難吃了，就像在吃坨了的小米粥,2
就那麼回事，一般，西餐廳也這意思,1
去的時候人不是很多所以上菜很快。媽媽大拉皮量足味道佳強烈推薦，鍋包肉有些油膩。酸湯肥牛入味鹹淡適中。,4
這次去娜娜家真的是失望，我是第一次去娜娜家吃飯，以前總想去但一直沒時間，昨天正好和朋友有時間我倆就相約娜娜家，大概是4點30左右到的，沒有排號，直接進去，一進去感覺特別雜亂，放著狂躁的音樂，人們說話也很大聲，給你感覺特別煩。她家點餐是微信點，不喜歡，記不住菜單，真是硬傷，都點完菜去結賬也卡殼，支付寶二維碼掃不出來，大眾點評說不是新版本，親我剛更新完好不，結果最後刷的卡！接著等待上餐，上餐的速度還可以，很快就上齊了，這時朋友也到了，倆人開吃，味道可以，就是吃到最後特別膩，偶倆都有想吐的感覺，然後就沒在吃！然後的然後就是大半夜我肚子開始疼，去了一次廁所，回來還疼，忍痛繼續睡覺，但是直到今天晚上這一天我一直在去廁所，也就是說從娜娜家吃完回來就開始鬧肚子了，不止是我，我的朋友也一直鬧肚子，真受不了，娜娜家就這麼不衛生啊，從半夜就折騰我倆，下次真的在也不要去娜娜家了！,1
真的只是騙小女生的地方，以前的***地已經被很多的新式餐廳取代了。但是依舊有忠實***粉被點評忽悠而來。不可否認，店家對於環境的營造還是頗用心的，但是飯館終究是要吃喝的，菜品飲品的口味就實在不敢恭維了。冷靜想想，你在家做飯多放點芝士和黑胡椒也就差不多了。飲品更是無力吐槽，優格求你買點好的酸奶，用心做好麼！,1
